YEARMADERANGE,WALLTYPE,ROOFTYPE,PRKGPLC1,BEDROOMS,DEFROST,SIZRFRI1,NUMFREEZ,HEATROOM,STOVENFUEL,NCOMBATH,NHAFBATH,OVENUSE,AMTMICRO,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,AGERFRI1,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF,MEANAGE,LIGHTS
1,2,5,0,4,0,3,0,1,1,1,0,1,3,1,5,0,1,1,5,17,0,0,0,1,2,2,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,1,1,2,2,1,27500,0,1000,1000,1000,3220,0.51,60,2.5
4,1,5,0,1,0,3,0,4,1,1,0,0,4,1,7,0,1,1,4,7,0,0,0,1,2,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,7,2,1,0,1,0,0,0,2,0,1,1,2000,1,729,729,0,3558,0.52,85,10.5
3,2,2,1,4,0,3,0,4,1,2,0,9,3,1,7,0,1,1,4,2,0,3,3,1,3,2,2,2,2,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,7,3,1,0,0,0,0,1,1,4,2,0,130000,0,1933,876,0,6770,0.49,32.5,35.5
1,2,5,0,5,1,3,1,5,1,1,0,1,2,0,3,0,0,1,1,22,0,1,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,1,1,2,1,37500,0,2162,1675,325,3143,0.55,86.5,5
5,3,5,1,3,1,3,0,6,5,1,1,3,3,0,18,1,0,1,4,3,3,3,3,1,3,3,4,8,3,5,5,2,2,1,0,0,1,0,0,6,3,0,0,0,1,0,0,12,4,1,0,1,0,1,2,1,5,2,0,72500,0,1675,1425,1425,3453,0.61,29,21
4,4,2,1,2,1,4,0,6,1,2,0,3,4,0,10,0,0,1,3,2,2,13,3,1,1,1,2,4,2,5,1,0,10,1,0,0,0,0,0,6,2,1,2,3,0,1,1,7,3,1,0,1,0,0,1,1,3,2,0,72500,0,1728,1328,1328,7902,0.58,57,29
4,1,5,0,3,0,3,0,5,5,2,0,6,0,1,10,1,0,1,4,12,1,3,3,1,2,1,1,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,2,1,0,1,0,1,2,1,3,3,0,47500,0,966,966,0,3718,0.58,22.666666666666668,52.5
8,2,3,0,1,1,4,0,2,5,1,0,3,4,0,3,1,1,1,1,7,0,3,3,1,2,1,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,1,2,1,1,3750,1,443,443,221,5193,0.37,62,2.5
4,1,5,0,3,0,4,0,7,1,2,1,3,0,0,0,0,0,2,4,7,0,0,0,3,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,4,1,0,0,0,0,1,1,1,12,0,27500,1,1680,1680,720,3255,0.59,23.416666666666668,2.5
6,2,6,1,2,1,3,1,5,2,2,0,1,4,1,10,0,1,1,4,12,3,3,3,2,3,1,2,1,1,5,0,0,2,1,1,0,0,0,0,0,0,0,1,3,0,0,1,7,4,0,0,0,0,0,0,1,4,1,1,32500,0,1500,1250,500,8714,0.6,63,0
5,3,5,0,1,0,3,0,3,5,1,0,6,3,0,10,1,0,2,4,2,3,0,0,2,3,2,4,2,1,8,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,2,5,2,0,32500,0,801,801,267,5965,0.5,26.5,5
2,1,5,0,1,1,3,0,3,5,1,0,1,4,0,7,1,1,1,1,12,0,1,1,1,1,2,8,8,0,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,7,4,0,0,1,1,1,0,1,5,1,1,22500,0,782,782,782,2639,0.58,74,2.5
2,2,5,1,3,0,3,0,7,1,2,0,9,2,0,7,0,0,1,3,7,3,7,3,2,3,2,4,2,2,10,2,0,2,1,0,0,1,0,0,6,2,1,0,0,0,0,0,12,4,1,0,0,0,0,0,1,3,3,1,130000,0,1636,1386,787,12044,0.53,51.333333333333336,2.5
2,1,5,0,4,0,3,1,6,1,2,0,0,4,0,0,0,0,1,4,7,0,3,3,3,2,1,4,4,1,1,0,0,0,1,0,0,0,1,0,6,1,0,2,0,0,0,0,12,4,1,0,0,0,0,0,1,3,1,1,37500,0,1864,1864,1864,4028,0.56,85,2.5
6,2,5,0,2,0,3,0,4,5,1,1,9,1,0,5,1,1,1,4,7,1,3,3,3,2,2,4,8,0,0,0,0,2,0,0,0,0,0,1,4,1,1,0,0,1,0,1,7,3,0,0,1,1,1,0,1,2,1,0,6250,1,1001,1001,1001,3268,0.39,46,2.5
5,1,5,1,3,1,4,0,6,5,2,0,9,3,1,7,1,1,1,3,12,3,7,3,3,3,3,4,12,2,5,1,0,0,1,0,0,0,0,1,6,3,0,4,1,0,0,0,7,4,1,0,0,1,1,1,1,2,3,0,87500,0,3960,2640,2640,15395,0.39,40,13
6,3,2,1,4,0,4,2,10,-2,3,1,6,4,0,7,1,1,1,3,12,2,3,3,4,3,3,4,4,1,1,0,0,0,1,0,0,1,1,0,10,3,0,3,3,1,0,0,22,4,0,0,1,0,1,0,1,6,2,1,110000,0,6068,5668,5668,19249,0.38,61.5,5
5,3,5,1,2,0,4,0,5,5,2,0,6,2,0,7,1,1,2,3,12,3,3,3,3,2,1,8,8,0,0,0,0,2,0,0,0,0,1,0,5,1,1,4,1,0,0,1,22,4,1,0,0,0,1,2,1,2,1,1,27500,0,4120,2117,1436,6975,0.54,66,5
3,2,5,0,3,0,3,0,0,1,1,0,16,3,0,7,0,0,1,4,7,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,1,1,0,0,0,0,1,1,1,5,0,52500,0,1200,0,0,3737,0.49,25.2,2.5
3,4,5,0,1,0,3,0,0,5,1,0,6,4,1,7,1,1,1,4,2,3,0,0,1,2,1,1,1,2,8,8,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,4,2,1,0,0,0,1,0,1,4,2,0,12500,1,580,0,0,2194,0.39,22,5
4,4,8,1,4,1,4,1,8,5,2,1,16,3,1,10,1,1,1,4,7,3,7,3,5,2,2,4,4,2,2,2,0,10,1,0,0,1,0,0,0,0,0,3,1,1,0,1,12,3,1,0,0,0,1,1,1,6,2,0,130000,0,3445,3045,0,7706,0.56,57.5,105
6,3,5,1,4,1,3,0,6,5,2,0,9,2,0,7,1,1,1,4,7,5,7,3,4,3,3,8,8,3,10,2,10,2,1,0,0,1,1,1,6,2,1,2,1,0,0,0,12,4,0,0,1,1,1,1,1,2,3,1,57500,0,2579,2179,2179,22997,0.41,35,43.5
1,1,5,0,4,0,4,0,7,1,1,1,9,1,1,7,0,1,1,4,7,0,3,2,4,3,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,22,2,1,0,0,0,0,0,2,1,1,1,22500,0,4680,4680,0,6434,0.43,85,44
3,4,5,0,1,0,3,0,3,1,1,0,9,2,0,7,0,0,1,1,3,0,0,0,1,3,3,1,1,1,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,2,1,6,1,0,2000,1,769,769,0,2589,0.4,29,15.5
1,1,5,0,1,0,3,0,2,5,1,0,6,2,0,18,1,0,1,4,7,0,0,0,2,3,2,12,12,1,10,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,4,3,0,0,1,1,1,2,1,3,3,0,17500,1,646,323,0,9852,0.48,30,45
8,3,5,0,3,0,3,0,6,5,1,0,16,3,0,18,1,0,1,4,7,0,3,1,3,2,1,8,12,1,2,0,0,0,1,0,0,1,0,1,6,1,0,1,2,0,0,0,7,3,0,0,1,1,1,0,2,2,6,0,67500,0,1176,1176,1176,22370,0.39,20.166666666666668,33
6,3,2,0,3,0,4,1,7,5,2,0,9,3,1,1,1,1,1,3,3,0,7,3,4,3,3,4,4,1,1,0,0,2,0,0,0,0,1,1,7,3,1,2,2,0,0,0,12,3,0,0,1,1,1,1,2,5,1,0,37500,0,1920,1920,1920,26597,0.43,36,21
4,2,5,1,3,1,5,0,7,-2,2,1,1,4,0,5,1,1,2,3,3,5,7,3,2,3,4,4,4,3,10,2,1,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,22,3,1,0,1,0,1,2,1,8,3,0,87500,0,3606,3206,458,13727,0.5,37.666666666666664,29
1,2,5,0,2,0,3,0,4,5,1,0,6,3,1,7,1,0,1,1,17,0,3,2,1,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,4,3,0,3,3,1,0,0,18,2,1,1,1,0,1,2,1,4,1,1,17500,0,994,994,994,4843,0.39,71,22.5
6,1,5,0,1,0,3,0,3,5,1,0,1,3,0,5,1,1,1,4,7,1,0,0,2,2,2,4,4,0,0,0,0,2,0,0,0,1,0,1,3,1,0,1,3,0,0,0,4,3,0,0,1,1,1,1,1,2,1,0,32500,0,672,672,672,8515,0.54,52,2.5
6,2,3,0,4,0,4,1,9,5,2,0,9,3,1,7,1,0,1,4,2,3,7,3,3,2,1,2,2,2,2,1,0,2,1,1,0,0,1,0,9,2,0,2,0,1,0,1,18,4,0,0,1,0,1,2,1,3,1,0,32500,0,3314,3314,3314,5440,0.6,47,7.5
5,3,5,1,3,1,4,0,7,1,1,1,6,3,0,5,0,1,1,3,12,3,7,3,5,2,1,2,2,1,2,0,0,0,1,0,0,0,1,0,7,2,1,3,3,1,0,1,12,2,1,0,0,0,0,1,1,3,3,0,47500,0,2130,1730,1730,8247,0.6,28.333333333333332,22.5
6,1,5,1,3,0,4,1,6,5,3,1,3,2,0,5,1,1,1,3,7,0,3,2,3,3,2,12,12,1,5,0,0,2,1,0,0,0,0,0,6,1,0,2,1,1,0,0,18,4,1,0,0,0,1,0,1,1,2,1,52500,0,5791,3856,1991,7481,0.51,74,15.5
1,3,5,0,3,0,5,0,6,1,1,1,3,3,1,5,0,0,1,3,2,3,3,3,2,2,2,4,4,2,5,1,0,2,1,0,0,1,1,0,6,1,1,0,0,0,0,0,18,3,1,0,0,0,0,1,1,5,2,0,110000,0,3289,1645,1645,5061,0.46,56,12.5
1,2,5,0,2,0,3,0,7,1,2,0,16,0,0,10,0,0,1,3,3,0,3,2,4,3,2,8,8,1,1,0,0,2,1,0,0,0,0,0,7,3,0,5,3,0,0,0,12,4,1,0,1,0,0,1,1,2,3,1,22500,1,1908,1908,1908,10093,0.52,39,28.5
3,3,5,0,2,0,3,0,6,5,1,0,6,2,0,7,1,1,1,4,2,0,7,3,3,3,2,4,8,2,2,2,0,2,1,0,0,0,0,1,0,0,0,3,3,0,0,0,18,3,0,0,1,1,1,1,1,2,3,0,47500,0,900,900,450,13008,0.37,40.666666666666664,0
3,4,5,1,4,1,5,1,5,5,2,1,1,4,0,5,1,0,1,3,3,1,1,2,7,2,2,2,2,3,8,2,1,0,1,0,1,1,0,0,5,3,0,0,0,1,1,1,7,3,1,0,0,0,1,0,4,5,2,1,2000,1,3358,1849,1849,11538,0.4,68.5,26
3,1,5,1,4,0,4,0,8,5,1,1,6,2,0,5,1,1,1,3,17,3,3,3,1,2,1,2,2,0,0,0,0,6,0,0,0,0,0,0,8,3,0,5,1,1,0,1,12,4,1,0,0,0,1,0,1,2,1,1,42500,0,2400,1000,1000,8154,0.54,82,65
7,7,5,1,3,0,5,0,6,5,2,0,1,0,1,10,1,1,1,3,7,1,1,3,4,2,1,2,1,0,0,0,0,0,0,1,0,0,0,1,6,1,0,5,3,0,0,1,7,3,0,0,1,1,1,1,1,3,2,0,37500,0,1818,1418,1418,12753,0.33,20,15
6,3,3,0,3,0,4,1,6,5,2,0,6,2,0,7,1,0,1,4,2,5,7,3,4,2,2,8,12,1,5,0,0,10,1,0,0,0,0,1,6,3,0,3,3,1,0,0,12,4,0,0,1,1,1,1,1,3,6,0,52500,0,1440,1440,1440,20049,0.53,22.5,21
4,4,5,0,1,1,3,0,3,-2,1,0,6,4,0,10,0,0,1,4,12,0,0,0,2,3,2,8,4,1,10,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,4,2,1,0,1,0,1,1,2,4,1,0,72500,0,586,586,0,3485,0.61,37,18
4,1,5,1,4,1,4,2,7,-2,3,0,6,2,1,7,1,1,2,4,7,3,7,2,5,2,2,8,4,1,1,0,0,2,1,0,0,0,0,1,7,2,0,8,3,1,0,0,12,4,0,0,1,1,1,1,1,2,5,0,52500,0,5062,4662,4662,27900,0.45,20.6,21
4,3,5,1,3,1,5,1,7,5,1,1,6,3,1,7,1,1,1,3,12,3,3,2,2,3,2,2,2,1,1,0,0,2,1,0,0,0,1,0,7,1,1,1,2,1,0,1,7,4,1,0,0,0,1,1,1,6,2,0,82500,0,2330,1330,1330,7779,0.58,59,31.5
3,7,6,1,4,0,3,0,9,5,2,0,3,3,1,10,1,1,2,4,22,3,3,3,4,3,3,4,8,1,2,0,0,6,1,0,0,1,0,1,9,3,1,6,3,1,0,1,12,4,0,0,1,1,1,1,1,4,2,0,130000,0,2208,1808,1808,30300,0.38,49.5,53
5,3,6,1,3,1,3,1,5,5,2,0,6,4,0,7,1,0,1,5,7,5,3,2,2,3,3,2,2,1,2,0,0,0,1,0,0,0,0,1,5,1,1,3,1,1,0,1,7,3,1,0,0,1,1,1,1,4,1,0,52500,0,2560,893,893,7647,0.59,36,10
7,7,5,1,4,0,4,0,6,5,2,1,6,2,1,7,1,1,1,3,7,8,7,3,3,3,4,8,8,3,8,5,1,6,1,0,0,0,0,1,6,3,1,1,3,0,0,0,18,4,0,0,1,1,1,1,1,5,4,0,110000,0,2691,2291,2291,14640,0.38,19.75,13
5,1,5,1,3,1,5,0,6,5,2,1,9,2,0,10,1,1,2,3,12,3,7,3,2,3,5,8,8,3,10,10,1,2,1,0,0,1,0,1,6,3,1,5,3,1,0,0,12,3,0,0,1,1,1,0,1,3,2,1,47500,0,1763,1363,1363,22977,0.53,65,60
4,4,1,1,4,1,4,1,8,-2,2,1,9,2,0,7,1,1,2,3,7,0,7,3,3,3,3,4,4,4,2,1,2,2,1,0,0,1,0,0,8,1,1,4,2,1,1,1,7,2,1,1,0,0,1,1,1,6,2,0,110000,0,2244,1594,1594,11571,0.43,46.5,10.5
3,1,5,0,4,1,4,0,1,5,1,0,9,2,0,7,1,1,1,3,12,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,4,0,0,1,1,1,2,1,3,2,0,47500,0,400,400,400,9381,0.52,33,5
2,3,5,0,4,1,4,1,5,1,2,0,3,3,0,7,0,1,1,4,3,0,13,2,5,3,4,8,8,3,2,1,1,6,1,0,0,1,0,0,5,1,1,2,3,1,0,0,12,4,1,0,0,0,0,0,1,2,3,1,47500,0,2350,1815,1815,16277,0.56,65,5
1,2,5,0,3,1,3,0,6,5,1,0,0,2,0,10,1,0,1,3,7,0,3,3,4,3,1,12,4,1,5,0,0,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,7,4,0,0,1,1,1,2,1,2,5,0,27500,1,1456,1316,0,31494,0.6,28,27.5
6,1,5,0,4,0,3,0,7,1,2,0,6,2,0,7,0,0,1,1,7,0,7,3,5,3,1,8,8,4,8,8,8,6,1,0,0,1,0,0,7,2,1,2,2,0,0,0,7,3,1,0,0,0,0,1,2,2,6,1,42500,1,2121,2121,2121,16049,0.49,25,26
2,3,6,0,4,1,4,1,4,2,1,1,16,3,0,10,0,1,2,3,7,8,7,3,2,3,2,4,2,2,10,10,0,6,1,1,1,0,0,1,4,3,0,1,2,1,0,0,18,3,0,0,1,1,0,1,1,4,3,0,37500,0,3248,1224,1224,35809,0.61,37,13
5,3,6,1,3,0,4,1,8,-2,1,1,3,2,1,10,0,1,2,3,7,3,7,3,4,3,4,8,8,4,8,5,5,2,1,0,0,1,0,1,8,1,1,2,3,1,1,1,22,3,0,0,1,1,0,1,1,2,5,0,67500,0,3822,3422,3422,36967,0.49,31.8,5
4,4,6,0,3,0,3,0,1,1,1,0,0,2,0,10,0,1,1,4,12,0,0,0,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,18,3,1,0,0,0,0,0,1,1,5,0,12500,1,365,73,0,4215,0.38,26.4,10.5
3,4,5,1,4,0,4,0,6,-2,1,1,1,3,1,7,1,1,2,3,7,8,3,3,3,3,2,12,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,7,4,1,0,0,0,1,1,4,5,5,0,42500,0,2088,1688,0,9327,0.55,39.8,0
2,1,5,1,2,0,3,0,6,5,1,1,1,2,1,1,1,0,1,1,22,0,1,3,1,2,1,8,12,1,2,0,0,6,1,0,0,1,0,0,5,1,1,1,1,0,0,0,12,3,1,0,0,0,1,2,1,2,1,1,32500,0,2268,1826,945,3317,0.47,59,5
7,3,5,0,3,0,4,0,5,5,1,1,6,2,1,10,1,1,1,3,7,3,13,3,3,2,1,2,4,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,0,0,0,0,1,1,1,7,4,0,87500,0,2325,1292,775,7584,0.61,26,23.5
5,3,5,0,3,1,5,1,7,5,2,1,6,2,1,5,1,1,2,3,2,5,3,3,5,2,2,12,12,3,10,2,1,6,1,0,0,1,0,0,0,0,0,2,1,1,0,1,12,4,1,0,0,0,1,0,1,3,3,1,130000,0,2491,2491,474,10910,0.52,67.66666666666667,7.5
5,3,3,0,2,0,3,0,5,-2,2,0,6,2,0,5,1,1,1,3,7,3,3,3,4,3,2,2,2,2,2,2,0,2,1,0,0,0,1,1,5,1,1,1,0,0,0,1,7,3,0,0,1,1,1,2,1,3,2,1,32500,0,1300,1300,1300,13133,0.47,62.5,36
2,4,4,0,3,1,3,0,0,1,2,0,0,2,1,10,0,1,1,4,7,0,3,3,2,3,2,12,12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,12,2,1,0,0,0,0,0,1,1,6,0,2000,1,1404,0,0,6087,0.38,29.833333333333332,0
6,4,1,1,3,0,3,1,6,-2,2,1,6,2,0,7,1,1,2,4,7,8,7,3,4,1,2,4,4,1,1,0,0,6,1,0,0,1,0,0,6,3,1,4,3,0,0,1,18,4,1,0,1,0,1,0,1,2,2,1,130000,0,2888,2488,2488,17474,0.46,73,31.5
2,2,6,0,4,1,4,0,8,1,2,0,16,3,1,10,0,1,1,4,2,0,7,3,3,2,2,4,4,6,8,5,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,30,3,1,0,1,0,0,1,1,5,5,0,110000,0,4836,4836,0,2974,0.58,37.2,23.5
5,1,5,1,3,0,4,1,6,5,2,0,6,3,0,5,1,1,1,3,7,8,16,2,2,3,1,12,12,0,0,0,0,2,0,0,0,0,1,1,6,1,0,3,3,0,0,1,12,4,0,0,1,1,1,0,1,1,2,1,22500,0,2608,2208,1620,21124,0.44,63.5,13
2,1,5,0,2,0,4,0,5,1,1,0,1,3,1,7,0,1,1,3,3,0,0,0,2,2,2,4,8,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,1,1,5,1,0,2000,1,750,750,300,3688,0.58,54,21
2,1,2,0,3,1,3,0,5,1,2,0,6,3,1,5,0,1,2,3,12,1,7,3,3,3,1,8,4,3,10,8,1,2,1,0,0,0,1,0,5,2,0,2,1,0,0,0,7,3,1,0,0,0,0,1,6,6,5,0,92500,0,1956,1956,1956,8272,0.56,30.8,16
4,1,5,0,1,0,3,0,3,5,1,0,9,3,0,7,1,1,1,1,22,0,3,3,2,1,1,1,12,2,5,10,0,0,1,0,0,0,0,1,3,1,0,0,0,1,0,0,7,3,0,0,1,1,1,1,1,3,2,0,3750,1,614,614,614,6455,0.38,21.5,0
6,2,3,0,2,0,3,0,4,5,1,0,1,3,0,10,1,1,1,4,7,0,7,0,2,2,1,4,8,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,7,3,0,0,1,1,1,2,2,1,4,0,2000,1,741,741,371,13056,0.46,26.5,2.5
4,3,3,0,2,1,3,0,4,5,1,1,1,4,0,5,1,0,1,4,12,0,7,3,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,1,4,3,0,3,3,0,0,0,7,2,0,0,1,1,1,1,1,4,2,0,22500,0,1008,1008,1008,16984,0.42,23.5,42.5
2,5,5,1,4,1,3,1,8,1,2,0,6,2,1,5,0,0,1,4,12,0,3,3,1,2,2,12,12,1,1,0,0,2,1,0,0,0,0,0,0,0,0,5,3,1,0,0,18,2,1,0,0,0,0,1,1,2,1,0,52500,0,2388,2138,0,5902,0.53,49,68.5
6,2,3,1,3,0,4,1,6,2,3,0,6,2,0,10,0,1,2,3,12,8,3,3,2,2,2,4,4,2,5,2,0,6,1,1,0,0,0,0,0,0,0,5,2,0,1,1,22,4,0,0,1,0,0,0,1,5,2,1,52500,0,3276,3276,0,9182,0.63,78,55
4,1,5,0,4,1,4,0,1,5,3,0,3,3,0,3,1,1,1,3,12,0,1,1,1,2,1,1,1,1,2,0,0,2,1,0,0,0,0,1,0,0,0,9,3,1,0,0,30,2,0,0,1,1,1,2,1,3,1,1,37500,0,2950,328,0,5075,0.49,68,5
1,3,5,0,1,1,3,0,4,1,1,0,6,2,1,10,0,1,1,4,2,0,0,0,2,2,1,4,2,2,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,4,1,0,0,0,0,2,1,3,2,0,47500,0,782,782,0,1827,0.6,21.5,24
3,2,5,0,1,0,2,0,2,1,1,0,9,1,0,7,0,0,1,5,3,2,3,3,1,1,1,1,1,2,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,1,0,0,0,0,1,1,5,2,0,92500,0,567,567,0,2838,0.53,26.5,27.5
7,6,7,1,3,1,4,1,7,-2,4,1,6,1,0,5,0,1,2,1,7,2,7,3,6,3,2,4,8,2,2,1,0,0,1,0,0,0,1,0,7,3,1,2,1,0,1,0,30,4,1,0,0,0,1,1,1,7,2,0,130000,0,2939,2939,2289,37704,0.6,37.5,238.5
7,1,5,0,4,0,3,0,6,5,2,0,0,4,0,10,1,0,1,4,7,2,3,3,3,2,2,2,1,4,5,8,8,0,1,0,0,0,0,1,6,2,0,1,0,0,0,0,7,4,0,0,1,1,1,0,1,3,4,0,47500,0,1391,1391,1391,15320,0.53,25,23.5
4,3,6,1,5,1,5,1,10,2,2,1,6,4,0,7,0,1,2,3,7,3,7,2,7,2,1,4,12,1,2,0,0,2,1,1,0,1,1,0,10,1,0,5,3,1,0,1,12,3,0,0,0,0,0,1,1,4,5,0,62500,0,4296,3896,2352,11457,0.58,17.6,41.5
1,2,5,0,3,0,4,2,4,5,1,0,0,4,0,5,1,0,1,4,2,0,3,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,7,2,0,0,1,1,1,0,1,1,2,1,22500,0,1695,1155,578,6417,0.46,86.5,16
4,1,5,0,3,0,4,1,7,-2,1,1,3,1,0,3,1,1,1,4,12,1,3,3,2,2,1,2,2,0,0,0,0,2,0,0,0,0,0,1,7,1,1,6,2,0,0,0,12,3,0,0,1,1,1,1,1,5,1,0,27500,0,1392,1392,1392,11797,0.41,49,8
1,3,5,0,2,0,3,0,5,1,1,0,6,2,0,7,0,0,1,4,22,0,3,3,1,2,1,2,4,0,0,0,0,2,0,0,0,0,0,0,5,2,0,2,2,0,0,0,7,3,1,0,1,0,0,2,1,1,1,0,12500,1,1896,1896,1896,9899,0.54,52,2.5
6,2,2,1,3,0,3,1,6,5,2,1,16,3,1,10,1,1,1,3,22,2,3,3,3,2,1,12,12,3,5,2,2,2,1,0,0,0,0,0,6,1,0,1,2,1,0,1,12,4,1,0,1,0,1,1,1,5,2,0,92500,0,3774,3374,3374,11955,0.61,59.5,2.5
5,1,5,0,2,0,3,0,5,5,1,0,9,3,1,10,1,1,2,4,22,8,0,0,1,1,1,2,1,4,8,8,8,2,1,0,0,0,0,1,5,2,0,3,3,0,0,0,30,3,0,0,1,1,1,0,1,5,2,0,17500,1,894,894,894,19228,0.45,22.5,34.5
3,4,6,0,5,0,2,1,9,1,2,0,6,4,1,7,0,1,2,3,3,8,7,3,4,2,1,4,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,22,2,1,0,0,0,0,0,1,2,2,1,130000,0,3346,3346,710,7735,0.63,62.5,42
2,3,8,0,2,1,4,1,1,5,1,0,3,4,0,7,1,1,1,3,12,3,3,3,2,3,1,2,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,5,2,0,0,1,12,2,0,0,1,1,1,0,1,2,1,0,22500,0,840,168,504,9556,0.37,76,2.5
2,1,3,1,5,1,4,1,13,-2,3,1,9,4,0,10,1,1,1,3,2,8,13,3,5,2,2,2,2,3,10,1,1,10,1,0,1,1,0,1,0,0,0,3,3,0,0,1,22,3,1,0,0,1,1,1,1,4,5,0,110000,0,4514,3864,0,22812,0.54,20.8,2.5
7,1,5,1,3,0,4,0,6,5,2,0,6,1,0,5,1,0,1,4,7,3,3,3,1,3,4,4,8,3,5,10,5,6,1,0,0,1,0,1,6,3,0,3,3,1,0,0,18,3,0,0,1,1,1,1,1,2,4,0,57500,0,1630,1230,1230,18133,0.44,22,39.5
7,2,6,0,3,0,2,0,2,5,2,0,0,2,0,7,1,1,1,4,7,0,0,0,3,2,3,4,8,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,0,7,3,0,0,1,1,1,1,1,1,3,0,32500,0,1216,486,1216,23217,0.37,40.333333333333336,0
8,1,5,1,4,0,4,0,9,-2,2,1,6,2,0,7,0,1,2,3,7,5,13,3,3,3,4,12,12,2,2,2,0,6,1,0,0,1,0,0,9,3,1,7,2,0,0,0,18,3,1,0,0,0,1,1,1,5,3,0,82500,0,3744,3094,3094,19736,0.52,58.333333333333336,41
1,1,5,0,1,0,2,0,3,1,1,0,6,3,0,10,0,1,1,1,3,0,0,0,1,2,1,4,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,1,0,1,1,0,1,6,2,2,0,27500,0,548,411,0,6173,0.56,65,5
4,4,5,0,2,0,3,0,0,5,2,0,1,2,0,10,1,0,1,4,7,1,0,0,2,2,2,12,8,2,2,1,0,2,1,0,0,0,0,1,4,2,0,1,1,0,0,0,4,2,0,0,0,1,1,0,4,5,3,0,17500,1,891,0,891,11905,0.4,20,28.5
2,3,5,1,4,0,3,0,8,-2,3,0,3,2,0,5,0,1,1,5,12,3,3,3,3,2,1,4,12,1,1,0,0,2,1,0,0,0,0,0,8,1,1,2,2,0,0,0,12,2,1,0,1,0,0,2,1,5,1,1,17500,0,3015,2765,2765,6717,0.54,66,48.5
1,3,3,0,1,0,3,0,3,5,1,0,6,3,1,10,1,1,1,4,2,0,0,0,2,2,2,2,4,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7,2,0,0,1,1,1,1,1,5,1,0,32500,0,1159,773,258,7531,0.53,37,10
